,Price,Load_DA_Forecast,Renewables_DA_Forecast
2018-11-03 13:00:00,48.79,55091.85,14752.9375
2018-11-03 14:00:00,48.87,53332.18,11852.1125
2018-11-03 15:00:00,56.84,53126275,8026.2575
2018-11-03 16:00:00,61.41,53789605,5437.57
2018-11-03 17:00:00,69.58,56175.8825,6154.4275
2018-11-03 18:00:00,62.24,57916525,7804.8475
2018-11-03 19:00:00,54.45,56711.1175,9366.86
2018-11-03 20:00:00,45.67,53577.4375,10676.8525
2018-11-03 21:00:00,43.74,51079285,11783595
2018-11-03 22:00:00,42.33,50015.67,12340.06
2018-11-03 23:00:00,41.44,46656.5925,12360485
2018-11-04 00:00:00,42.44,44583.58,11621085
2018-11-04 01:00:00,42.06,42732.68,11494.345000000001
2018-11-04 02:00:00,41.9,41742675,11167.7675
2018-11-04 03:00:00,41.19,41543.0775,10723.9025
2018-11-04 04:00:00,41.04,41685.4575,10253.4
2018-11-04 05:00:00,41.34,41623.4825,9784.8525
2018-11-04 06:00:00,41.95,41709.57,9339.54
2018-11-04 07:00:00,43.13,43881.6725,8981.2175
2018-11-04 08:00:00,45.48,47323115,9510.5625
2018-11-04 09:00:00,48.26,50567.1725,10929.17
2018-11-04 10:00:00,46.76,52336.5775,12306.21
2018-11-04 11:00:00,51.06,53644.92,13061.132500000002
2018-11-04 12:00:00,48.82,53205.22,12835.429999999998
2018-11-04 13:00:00,46.01,51785.7225,11734.372500000001
2018-11-04 14:00:00,45.87,50275355,9653.5975
2018-11-04 15:00:00,51.01,50542.6225,6787.2925000000005
2018-11-04 16:00:00,52.3,51577.6075,4796.2125
2018-11-04 17:00:00,62.99,55359.9125,5381.4125
2018-11-04 18:00:00,67.17,56819.7175,6491.945000000001
2018-11-04 19:00:00,57.69,55532.9125,7131.34
2018-11-04 20:00:00,48.04,52948.7925,7107575
2018-11-04 21:00:00,45.0,51190.6625,6908.6849999999995
2018-11-04 22:00:00,44.78,50285.66,6642465
2018-11-04 23:00:00,42.93,47027.98,6386.4825
2018-11-05 00:00:00,40.54,45829.4725,7514.2125
2018-11-05 01:00:00,42.66,44658.86,7501085
2018-11-05 02:00:00,43.13,44107285,7671.9975
2018-11-05 03:00:00,41.72,44631.4425,7992995
2018-11-05 04:00:00,40.58,46328.9325,8329275
2018-11-05 05:00:00,42.53,50379.2875,8610.59
2018-11-05 06:00:00,54.22,59151.2775,8828.970000000001
2018-11-05 07:00:00,67.64,64721505,9115275
2018-11-05 08:00:00,69.91,67350.13,10534.945000000002
2018-11-05 09:00:00,67.5,67936.6025,12775.15
2018-11-05 10:00:00,68.28,69084315,14953.8475
2018-11-05 11:00:00,68.31,70766.3975,16278.3875
2018-11-05 12:00:00,65.83,69733585,16363.1075
2018-11-05 13:00:00,67.17,69042.3025,15397.0325
2018-11-05 14:00:00,68.21,67884.7925,13426.362500000001
2018-11-05 15:00:00,70.94,67250.1775,10839.3775
2018-11-05 16:00:00,69.8,65529.7475,9455.95
2018-11-05 17:00:00,68.81,66529.3975,10377.3075
2018-11-05 18:00:00,59.33,67429.0275,11469.682499999999
2018-11-05 19:00:00,58.57,66599.9875,11876.6175
2018-11-05 20:00:00,53.9,63676125,11479.1
2018-11-05 21:00:00,50.84,60472.61,10965.5475
2018-11-05 22:00:00,48.18,57167.0575,10424.48
2018-11-05 23:00:00,44.06,53153265,9947.9575
2018-11-06 00:00:00,46.37,50292.82,9915.1575
2018-11-06 01:00:00,46.12,48672.5925,9456.85
2018-11-06 02:00:00,44.78,47784.1425,8971235
2018-11-06 03:00:00,43.53,48045.7075,8569.85
2018-11-06 04:00:00,43.93,49474.9925,8360.6375
2018-11-06 05:00:00,48.18,52729.21,8419475
2018-11-06 06:00:00,57.1,60351715,8595305
2018-11-06 07:00:00,67.95,66355285,8918.720000000001
2018-11-06 08:00:00,70.1,69322.0625,11324435
2018-11-06 09:00:00,68.25,69697.1475,15112.9875
2018-11-06 10:00:00,64.72,70576.91,18416.42
2018-11-06 11:00:00,63.86,71886825,20024075
2018-11-06 12:00:00,60.73,71133.3525,19868.16
2018-11-06 13:00:00,62.41,70401.33,18069.942499999997
2018-11-06 14:00:00,63.14,69251.9375,14918.477499999999
2018-11-06 15:00:00,64.34,68682.2925,11151.744999999999
2018-11-06 16:00:00,66.89,68143.45,9009395
2018-11-06 17:00:00,74.68,70130.1925,10526.89
2018-11-06 18:00:00,72.94,70579.9975,12504825
2018-11-06 19:00:00,70.97,68936105,13541.02
2018-11-06 20:00:00,59.26,64918.8925,13673.539999999999
2018-11-06 21:00:00,52.0,61484.5725,13582.1675
2018-11-06 22:00:00,47.99,58385.9775,13191.627499999999
2018-11-06 23:00:00,44.95,54147.05,12622845
2018-11-07 00:00:00,44.51,50052.11,12317.039999999999
2018-11-07 01:00:00,43.53,48229.34,11907.342499999999
2018-11-07 02:00:00,41.59,47572.7225,11733.08
2018-11-07 03:00:00,40.64,47994.6925,11607.759999999998
2018-11-07 04:00:00,41.77,49368.1,11337.8
2018-11-07 05:00:00,43.77,52824.6575,10979.21
2018-11-07 06:00:00,50.79,60575.0975,10798.8475
2018-11-07 07:00:00,61.99,65577.65,10718.642500000002
2018-11-07 08:00:00,64.18,67568.08,12824.765000000001
2018-11-07 09:00:00,63.01,67897325,16432.43
2018-11-07 10:00:00,61.56,68557.0525,19413915
2018-11-07 11:00:00,58.36,69423.2375,20941.4025
2018-11-07 12:00:00,58.35,68981.03,20797.030000000002
2018-11-07 13:00:00,60.03,68267.19,19088405
2018-11-07 14:00:00,62.94,66860.9475,16030.587500000001
2018-11-07 15:00:00,65.61,66096.5875,12307.6175
2018-11-07 16:00:00,67.7,65967.1275,10303.16
2018-11-07 17:00:00,70.99,68046.8025,11675.377499999999
2018-11-07 18:00:00,68.61,68680.6,13236.032500000001
2018-11-07 19:00:00,66.05,67219.1275,14024.420000000002
2018-11-07 20:00:00,62.82,63263635,14005.52
2018-11-07 21:00:00,49.3,59504615,13810.6225
2018-11-07 22:00:00,51.23,56428935,13360.675000000001
2018-11-07 23:00:00,44.86,51891.2975,12732.5925
2018-11-08 00:00:00,45.0,49213.5225,11852.8925
2018-11-08 01:00:00,44.83,47526.8475,11373515
2018-11-08 02:00:00,44.31,46876.8725,11018.092499999999
2018-11-08 03:00:00,44.33,47244625,10772.88
2018-11-08 04:00:00,44.57,48702.7325,10610.994999999999
2018-11-08 05:00:00,46.78,52206.3,10550.005000000001
2018-11-08 06:00:00,56.92,60034.28,10582.122500000001
2018-11-08 07:00:00,67.0,64915.18,10372465
2018-11-08 08:00:00,68.95,66478295,10511.002499999999
2018-11-08 09:00:00,68.82,67003.9,11321.4475
2018-11-08 10:00:00,67.71,68153.6475,12020135
2018-11-08 11:00:00,67.43,69063.87,12048.035000000002
2018-11-08 12:00:00,64.97,68220015,11086.0425
2018-11-08 13:00:00,65.67,67153.5475,9170845
2018-11-08 14:00:00,67.49,65545185,6496.6875
2018-11-08 15:00:00,68.49,64668.1075,3629.18
2018-11-08 16:00:00,72.63,64601885,1764.7575000000002
2018-11-08 17:00:00,92.18,66502815,1488.7225
2018-11-08 18:00:00,90.06,67211.6175,1615.3625
2018-11-08 19:00:00,75.82,66178.35,1867.89
2018-11-08 20:00:00,69.07,62890.0025,2207.5499999999997
2018-11-08 21:00:00,62.63,59261.7825,2639.5499999999997
2018-11-08 22:00:00,59.32,55819.3275,3020.1375
2018-11-08 23:00:00,53.91,51302.3275,3299.27
2018-11-09 00:00:00,50.77,48786.8075,5343.110000000001
2018-11-09 01:00:00,50.6,46949.6825,5947.04
2018-11-09 02:00:00,48.12,46253.6675,6335.6075
2018-11-09 03:00:00,47.64,46677.4,6790.2925
2018-11-09 04:00:00,47.84,48163.9125,7248305
2018-11-09 05:00:00,51.0,51337.3175,7697.342500000001
2018-11-09 06:00:00,62.16,58947.5525,8234.01
2018-11-09 07:00:00,69.06,64720.97,8799355
2018-11-09 08:00:00,72.56,67573.47,9973895
2018-11-09 09:00:00,66.3,68288.8025,11994.92
2018-11-09 10:00:00,67.69,68888.43,13828.317500000001
2018-11-09 11:00:00,65.99,69371.9525,14717.08
2018-11-09 12:00:00,63.75,68212475,14590.845000000001
2018-11-09 13:00:00,62.15,66854715,13505875
2018-11-09 14:00:00,62.84,65057.5875,11337.1875
2018-11-09 15:00:00,64.81,64445455,8573.78
2018-11-09 16:00:00,67.4,64671.0125,7094.5625
2018-11-09 17:00:00,69.72,67163075,8194.682499999999
2018-11-09 18:00:00,68.16,67505.4175,9871.6075
2018-11-09 19:00:00,66.44,65908.43,11522.7725
2018-11-09 20:00:00,60.42,62398.4175,12867795
2018-11-09 21:00:00,52.94,58924.9375,14090.99
2018-11-09 22:00:00,47.28,55589.9525,14925.04
2018-11-09 23:00:00,42.71,51307.2625,15564.3825
2018-11-10 00:00:00,42.69,46915.7275,15755.3425
2018-11-10 01:00:00,40.49,45100.5975,16511.11
2018-11-10 02:00:00,38.79,44100.1975,17344.067499999997
2018-11-10 03:00:00,38.92,44055.8375,18218.2275
2018-11-10 04:00:00,38.2,44455645,19044.93
2018-11-10 05:00:00,38.23,45060.9675,19917.29
2018-11-10 06:00:00,38.78,46593.4275,21179.907499999998
2018-11-10 07:00:00,40.31,49639.1625,22107.754999999997
2018-11-10 08:00:00,42.71,53365415,23902295
2018-11-10 09:00:00,43.23,56202.65,26156.354999999996
2018-11-10 10:00:00,43.69,57928.72,27689.9075
2018-11-10 11:00:00,43.75,59106555,28209.4775
2018-11-10 12:00:00,43.74,58140.1325,27610.83
2018-11-10 13:00:00,42.87,56238.7125,26020.177499999998
2018-11-10 14:00:00,45.07,54799.9325,23641.0975
2018-11-10 15:00:00,49.31,54826.5325,20986.449999999997
2018-11-10 16:00:00,49.44,55686.8,19486.2075
2018-11-10 17:00:00,50.91,58840.1225,19866.4525
2018-11-10 18:00:00,49.75,59305.1125,20427.3025
2018-11-10 19:00:00,47.78,57614995,20636.3875
2018-11-10 20:00:00,42.93,54216.2575,20478915
2018-11-10 21:00:00,41.21,51795.65,20171.7725
2018-11-10 22:00:00,41.19,50426585,19561.6675
2018-11-10 23:00:00,39.58,46793.33,19122.260000000002
2018-11-11 00:00:00,34.58,43988235,19637.98
2018-11-11 01:00:00,30.67,42251.0175,19209.9775
2018-11-11 02:00:00,37.93,41424.9275,19190715
2018-11-11 03:00:00,35.84,41288.5575,18894025
2018-11-11 04:00:00,34.05,41717.2675,18970.067499999997
2018-11-11 05:00:00,34.15,41715245,19297.75
2018-11-11 06:00:00,33.96,41698355,20048.9075
2018-11-11 07:00:00,37.98,43799.1125,20813795
2018-11-11 08:00:00,40.05,47470.0275,22794055
2018-11-11 09:00:00,41.26,51122.81,25761.2375
2018-11-11 10:00:00,42.08,53238.9325,28574.517499999998
2018-11-11 11:00:00,42.25,55401.0325,30436.442499999997
2018-11-11 12:00:00,41.14,54652.0875,30980.157499999998
2018-11-11 13:00:00,38.59,52888855,29936.277500000004
2018-11-11 14:00:00,40.41,51193.9725,27430.754999999997
2018-11-11 15:00:00,42.38,51017.0725,24234.7275
2018-11-11 16:00:00,44.75,52148.4025,22578145
2018-11-11 17:00:00,46.51,55440775,23351.1275
2018-11-11 18:00:00,45.12,56588.64,24067.3675
2018-11-11 19:00:00,43.85,55247.0675,24329.137499999997
2018-11-11 20:00:00,43.04,52896.69,23994.6125
2018-11-11 21:00:00,41.64,51196.8175,23370.190000000002
2018-11-11 22:00:00,42.67,50506.6525,22184.432500000003
2018-11-11 23:00:00,38.58,46964.67,20844.6175
2018-11-12 00:00:00,36.1,44204.6175,18053765
2018-11-12 01:00:00,37.8,42876.7675,16459.5175
2018-11-12 02:00:00,38.33,42463305,14980.9475
2018-11-12 03:00:00,39.2,42913515,13567.2275
2018-11-12 04:00:00,38.57,44763.84,12196.939999999999
2018-11-12 05:00:00,43.54,49033725,11215.1975
2018-11-12 06:00:00,64.68,57801.4375,10440.8325
2018-11-12 07:00:00,69.87,63708.1825,9806.9025
2018-11-12 08:00:00,68.71,66506.8425,11603.307499999999
2018-11-12 09:00:00,61.15,67444.36,14659.0075
2018-11-12 10:00:00,58.71,68741805,17223.1675
2018-11-12 11:00:00,54.76,69889.44,18605.5225
2018-11-12 12:00:00,63.58,68888725,18861.0725
2018-11-12 13:00:00,65.07,68382.4425,18284.7075
2018-11-12 14:00:00,67.05,67106.1325,17193.1625
2018-11-12 15:00:00,67.87,66186.86,16085.515000000001
2018-11-12 16:00:00,67.63,64927.9975,15813.694999999998
2018-11-12 17:00:00,66.76,66280.0875,16870.8875
2018-11-12 18:00:00,63.48,67102.5925,17810.0925
2018-11-12 19:00:00,59.16,66116.8875,18623.690000000002
2018-11-12 20:00:00,51.64,63332185,18717.6625
2018-11-12 21:00:00,46.9,59917295,18601.9375
2018-11-12 22:00:00,45.34,56338.3875,18073.28
2018-11-12 23:00:00,41.81,51852.97,17655375
2018-11-13 00:00:00,44.54,49334435,13958.494999999999
2018-11-13 01:00:00,46.31,47696.75,13671.8075
2018-11-13 02:00:00,45.31,46997.6975,13437.1325
2018-11-13 03:00:00,44.88,47389.65,13077.39
2018-11-13 04:00:00,46.03,48818.27,13059.6775
2018-11-13 05:00:00,47.28,52346065,13371.842499999999
2018-11-13 06:00:00,62.14,60392.51,14037.8425
2018-11-13 07:00:00,67.91,66076.9875,15297075
2018-11-13 08:00:00,69.89,68360195,17424.2225
2018-11-13 09:00:00,64.69,68886.9225,20280.08
2018-11-13 10:00:00,64.2,69906.1725,23646.29
2018-11-13 11:00:00,54.43,70877.6775,26609.309999999998
2018-11-13 12:00:00,48.52,70231.8575,28340.53
2018-11-13 13:00:00,47.91,69475.5425,28982.739999999998
2018-11-13 14:00:00,48.31,68145.7925,28038225
2018-11-13 15:00:00,49.94,67282.1875,25785125
2018-11-13 16:00:00,52.75,67315.7275,24124.97
2018-11-13 17:00:00,64.3,69727.54,24139.2
2018-11-13 18:00:00,62.16,70170.6925,24392.0
2018-11-13 19:00:00,57.97,68502985,24510.377500000002
2018-11-13 20:00:00,49.23,64677.0125,24195.72
2018-11-13 21:00:00,46.69,60908415,23636525
2018-11-13 22:00:00,45.52,57797.5325,22591.137499999997
2018-11-13 23:00:00,43.68,52852.16,21388.467500000002
2018-11-14 00:00:00,43.14,50416.48,19543.8525
2018-11-14 01:00:00,43.13,48585.6275,18206.8
2018-11-14 02:00:00,43.15,48018025,16571525
2018-11-14 03:00:00,45.28,48573.2275,14841.58
2018-11-14 04:00:00,45.78,50235295,13309.3325
2018-11-14 05:00:00,48.52,53778.4825,12048.5625
2018-11-14 06:00:00,60.08,61890.03,10998585
2018-11-14 07:00:00,69.75,66747.8575,10394.2675
2018-11-14 08:00:00,71.04,68894.6075,11495.2925
2018-11-14 09:00:00,69.87,69406.5575,13895.0775
2018-11-14 10:00:00,67.14,69812.4225,15695.2725
2018-11-14 11:00:00,66.03,70389.5425,16770835
2018-11-14 12:00:00,62.23,69551.02,17121.247499999998
2018-11-14 13:00:00,64.18,69027725,15731.4125
2018-11-14 14:00:00,65.9,67556.6,12645.4125
2018-11-14 15:00:00,70.1,66881.9425,8568.592499999999
2018-11-14 16:00:00,73.98,67161.01,6214.577499999999
2018-11-14 17:00:00,83.47,69576395,6667.58
2018-11-14 18:00:00,80.13,69822145,7469.85
2018-11-14 19:00:00,74.9,68323545,7954.782499999999
2018-11-14 20:00:00,68.88,64484.4425,8095.6525
2018-11-14 21:00:00,63.0,61048.7625,8086.1375
2018-11-14 22:00:00,54.85,57883.6375,7875.49
2018-11-14 23:00:00,50.3,53400.2575,7456.5625
2018-11-15 00:00:00,51.67,51282.1375,7389.735000000001
2018-11-15 01:00:00,50.8,49440.6875,6696.22
2018-11-15 02:00:00,51.27,48872.77,5962915
2018-11-15 03:00:00,50.29,49248.6,5436.1525
2018-11-15 04:00:00,51.03,50547.55,5164.672500000001
2018-11-15 05:00:00,53.17,53947.1675,5185.37
2018-11-15 06:00:00,65.05,61709.0,5345.347500000001
2018-11-15 07:00:00,73.16,67374.78,5568.3875
2018-11-15 08:00:00,74.44,69522815,7099.1475
2018-11-15 09:00:00,73.27,69822735,9862.48
2018-11-15 10:00:00,70.0,70909.9325,12342735
2018-11-15 11:00:00,68.4,72134.65,13903.874999999998
2018-11-15 12:00:00,67.19,71162.1175,14507.542500000001
2018-11-15 13:00:00,67.51,70672.5775,13629.1425
2018-11-15 14:00:00,68.43,69404.63,11419.3225
2018-11-15 15:00:00,73.1,68682395,8239025
2018-11-15 16:00:00,74.47,68701.0825,6981395
2018-11-15 17:00:00,79.7,71453.5825,9013525
2018-11-15 18:00:00,73.1,71386.4025,10933.11
2018-11-15 19:00:00,70.35,69596.9225,12124.5975
2018-11-15 20:00:00,61.38,65914.6925,12535.9275
2018-11-15 21:00:00,53.52,62295.3075,12831.297499999999
2018-11-15 22:00:00,53.06,59310705,12922.35
2018-11-15 23:00:00,49.14,54753.3525,12757.810000000001
2018-11-16 00:00:00,46.42,51886.0925,12435.56
2018-11-16 01:00:00,49.67,50024.0475,12103.689999999999
2018-11-16 02:00:00,48.14,49453.1775,11904.3475
2018-11-16 03:00:00,48.91,49905.4775,11696.292500000001
2018-11-16 04:00:00,49.11,51459485,11719.4475
2018-11-16 05:00:00,50.4,54364.5275,11987.7225
2018-11-16 06:00:00,63.48,61585345,12314645
2018-11-16 07:00:00,68.32,66906165,12536.4175
2018-11-16 08:00:00,72.64,69265.06,14061765
2018-11-16 09:00:00,68.76,69622325,17203.835000000003
2018-11-16 10:00:00,69.17,70027.0325,19325.77
2018-11-16 11:00:00,63.5,70962.4075,20947.2125
2018-11-16 12:00:00,60.19,69591.6325,21571.2575
2018-11-16 13:00:00,63.35,68427.7525,20235.892499999998
2018-11-16 14:00:00,66.86,66911975,17327.3275
2018-11-16 15:00:00,68.04,66490.4725,13600.579999999998
2018-11-16 16:00:00,69.97,67056125,12889.06
2018-11-16 17:00:00,67.76,70198.1675,15706.6425
2018-11-16 18:00:00,58.41,69660925,18179915
2018-11-16 19:00:00,52.03,67645.7775,19243.72
2018-11-16 20:00:00,46.53,63787.4625,19343.07
2018-11-16 21:00:00,45.77,60344.91,19224.1575
2018-11-16 22:00:00,45.23,57702.8725,18693305
2018-11-16 23:00:00,43.8,53477.1275,18217.41
2018-11-17 00:00:00,43.71,50807.97,18346015
2018-11-17 01:00:00,38.43,48834.64,17924.0525
2018-11-17 02:00:00,43.81,47926.6,17814735
2018-11-17 03:00:00,42.03,47869.7675,17613.9025
2018-11-17 04:00:00,42.87,48247245,17574.8675
2018-11-17 05:00:00,41.16,48684.4675,17789105
2018-11-17 06:00:00,44.22,50391.8375,18246.9675
2018-11-17 07:00:00,46.19,53434.4075,18639395
2018-11-17 08:00:00,46.17,56671.77,20626.35
2018-11-17 09:00:00,46.9,59337.37,23940.697500000002
2018-11-17 10:00:00,46.82,60494035,26145.557500000003
2018-11-17 11:00:00,46.9,61225.7375,27957685
2018-11-17 12:00:00,46.4,60242.1575,28661.6925
2018-11-17 13:00:00,46.4,58766.3275,26771515
2018-11-17 14:00:00,46.89,57171.9525,23033.712499999998
2018-11-17 15:00:00,52.83,57328.62,18476.747499999998
2018-11-17 16:00:00,59.66,58570.7175,17122685
2018-11-17 17:00:00,58.2,61918.8925,18895.182500000003
2018-11-17 18:00:00,60.62,62186505,19981.86
2018-11-17 19:00:00,58.12,60264.7475,20189535
2018-11-17 20:00:00,51.62,56632.08,19414.8375
2018-11-17 21:00:00,48.18,54157.35,18418.5175
2018-11-17 22:00:00,53.45,52935.2725,17343.3425
2018-11-17 23:00:00,45.39,49351.2475,16349.1625
2018-11-18 00:00:00,46.23,46087.4775,14713005
2018-11-18 01:00:00,43.86,44154005,13868.417500000001
2018-11-18 02:00:00,42.94,43407.58,12912.7225
2018-11-18 03:00:00,43.93,43154.7125,12288.3775
2018-11-18 04:00:00,44.28,43447.78,11822.755000000001
2018-11-18 05:00:00,43.38,43409665,11362.6775
2018-11-18 06:00:00,45.33,43607.23,10947345
2018-11-18 07:00:00,49.07,45648.37,10562.5975
2018-11-18 08:00:00,47.5,49048.2025,12094965
2018-11-18 09:00:00,49.42,52368995,16187.9075
2018-11-18 10:00:00,47.96,54464.6625,19898.8
2018-11-18 11:00:00,48.4,56653.19,21897.2875
2018-11-18 12:00:00,50.15,55863.82,22079.6325
2018-11-18 13:00:00,48.28,54056625,20495.5225
2018-11-18 14:00:00,48.4,52401675,18028.0325
2018-11-18 15:00:00,51.59,52347.1625,15155.374999999998
2018-11-18 16:00:00,51.67,53942.0975,14700195
2018-11-18 17:00:00,53.67,57940.8525,16811.9925
2018-11-18 18:00:00,53.18,59070.0775,18495255
2018-11-18 19:00:00,49.52,57880.4175,19454.1175
2018-11-18 20:00:00,46.96,55410.83,19776415
2018-11-18 21:00:00,46.15,53553.35,19990.754999999997
2018-11-18 22:00:00,46.47,53108.79,19781.4725
2018-11-18 23:00:00,44.16,49412695,19748755
2018-11-19 00:00:00,40.82,48031.8175,21638875
2018-11-19 01:00:00,41.71,46490.4275,21782.697500000002
2018-11-19 02:00:00,38.57,46109795,22171.52
2018-11-19 03:00:00,38.95,46500315,22604.0425
2018-11-19 04:00:00,41.55,48265.6725,23024.4925
2018-11-19 05:00:00,44.72,52145.1925,23418.8425
2018-11-19 06:00:00,48.08,60577415,24211.635000000002
2018-11-19 07:00:00,55.01,66540615,24850.4375
2018-11-19 08:00:00,54.99,68901.4325,26022.9925
2018-11-19 09:00:00,54.12,69660.43,28326.012500000004
2018-11-19 10:00:00,52.28,70737395,30720.887499999997
2018-11-19 11:00:00,52.7,71931.6775,32192.257500000003
2018-11-19 12:00:00,51.5,70854285,32646655
2018-11-19 13:00:00,51.59,70203405,32272.9925
2018-11-19 14:00:00,52.16,68738.1925,31103.4225
2018-11-19 15:00:00,53.64,67997.1525,29424.267499999998
2018-11-19 16:00:00,53.63,67191085,28548.2525
2018-11-19 17:00:00,56.43,68442635,28947.9925
2018-11-19 18:00:00,53.11,68713215,29532.5875
2018-11-19 19:00:00,51.56,67591.6425,29891.29
2018-11-19 20:00:00,47.17,65078295,29982255
2018-11-19 21:00:00,45.1,62626585,30057485
2018-11-19 22:00:00,42.44,59367.36,29556.1075
2018-11-19 23:00:00,35.33,55026.2275,29581.190000000002
2018-11-20 00:00:00,25.01,52346335,30439.6375
2018-11-20 01:00:00,33.0,50603.6475,30653.0475
2018-11-20 02:00:00,29.85,50039.0025,30689.6025
2018-11-20 03:00:00,30.8,50425.0775,31004.1325
2018-11-20 04:00:00,31.66,51957.9375,31360.462499999998
2018-11-20 05:00:00,32.02,54903.8575,31541.83
2018-11-20 06:00:00,45.26,62721.6925,32336.1275
2018-11-20 07:00:00,51.74,67675.0825,32427.692499999997
2018-11-20 08:00:00,51.66,69761.38,33068.52
2018-11-20 09:00:00,49.78,70566795,35062.07
2018-11-20 10:00:00,48.94,71393415,36858.84
2018-11-20 11:00:00,48.78,72102.2925,37695.7425
2018-11-20 12:00:00,48.44,71360.5775,37346.9725
2018-11-20 13:00:00,49.05,70979.48,35944.3975
2018-11-20 14:00:00,50.11,69712.9775,33377.3675
2018-11-20 15:00:00,56.55,69266.2675,30156.7725
2018-11-20 16:00:00,60.78,69652.3,28160.8525
2018-11-20 17:00:00,67.95,72069245,27856605
2018-11-20 18:00:00,58.47,72001.5375,27640.5625
2018-11-20 19:00:00,52.85,70356.8975,27133.1075
2018-11-20 20:00:00,54.0,66674895,26207.1475
2018-11-20 21:00:00,50.06,63251.7525,25154.0475
2018-11-20 22:00:00,48.28,60207.8925,23811425
2018-11-20 23:00:00,44.65,55752.8325,22950715
2018-11-21 00:00:00,44.52,52792995,23592725
2018-11-21 01:00:00,42.83,50915.5175,22994.17
2018-11-21 02:00:00,42.43,50182565,22490645
2018-11-21 03:00:00,42.17,50536.3475,22011.89
2018-11-21 04:00:00,43.22,51864.9075,21450.587499999998
2018-11-21 05:00:00,44.42,54874125,20847.4775
2018-11-21 06:00:00,50.74,62371.4975,20306.3
2018-11-21 07:00:00,57.31,67809575,19594.9775
2018-11-21 08:00:00,58.99,70175875,19276.510000000002
2018-11-21 09:00:00,54.2,70473.38,20583.5875
2018-11-21 10:00:00,55.75,71224.96,22131.8
2018-11-21 11:00:00,58.25,72058.92,22437.65
2018-11-21 12:00:00,58.26,71302.3575,21700595
2018-11-21 13:00:00,59.56,71255.69,20330.68
2018-11-21 14:00:00,69.74,70175315,18634645
2018-11-21 15:00:00,66.6,69378.1925,16856.29
2018-11-21 16:00:00,69.99,69271.26,16226845
2018-11-21 17:00:00,70.94,71062.4025,16443.1725
2018-11-21 18:00:00,67.04,70981.6925,16638285
2018-11-21 19:00:00,61.16,69539.4875,16419.7175
2018-11-21 20:00:00,59.9,66104385,15719.7375
2018-11-21 21:00:00,51.65,62937.8025,14909.32
2018-11-21 22:00:00,50.41,59893175,13996955
2018-11-21 23:00:00,48.53,55466395,13120.3475
2018-11-22 00:00:00,49.34,52895045,12024.9075
2018-11-22 01:00:00,49.73,50983.5575,11431445
2018-11-22 02:00:00,48.81,50254.1775,11016.65
2018-11-22 03:00:00,50.66,50459895,10590.4775
2018-11-22 04:00:00,53.63,51693495,10289205
2018-11-22 05:00:00,50.68,54663.4575,10072.08
2018-11-22 06:00:00,66.98,62160845,9998145
2018-11-22 07:00:00,82.93,67624835,9944.4975
2018-11-22 08:00:00,82.0,70147.3,10245275
2018-11-22 09:00:00,87.4,70461.5725,11376.1075
2018-11-22 10:00:00,84.0,71874205,12531.7775
2018-11-22 11:00:00,92.93,72790.7325,13048.452500000001
2018-11-22 12:00:00,90.87,71580315,12629.9
2018-11-22 13:00:00,95.16,71118.0725,11532.949999999999
2018-11-22 14:00:00,95.53,70151595,9953.3625
2018-11-22 15:00:00,94.37,69679.64,8117555
2018-11-22 16:00:00,103.0,69741565,7231.102499999999
2018-11-22 17:00:00,128.26,71412.3975,7596.4375
2018-11-22 18:00:00,109.94,71049.0475,8032.24
2018-11-22 19:00:00,84.08,69891.2125,8153.2775
2018-11-22 20:00:00,80.1,66628.0,7837.4975
2018-11-22 21:00:00,70.45,63060135,7460.37
2018-11-22 22:00:00,60.69,60058.6875,6992.9475
2018-11-22 23:00:00,55.74,55515065,6480805
2018-11-23 00:00:00,59.63,52058.7175,5556.6875
2018-11-23 01:00:00,57.36,50357.4575,5248.9775
2018-11-23 02:00:00,55.0,49437.5875,4968.8225
2018-11-23 03:00:00,55.98,49527.9225,4798.91
2018-11-23 04:00:00,52.89,50973.11,4689.4475
2018-11-23 05:00:00,59.53,54059.3325,4687.43
2018-11-23 06:00:00,73.01,61350725,4732.5175
2018-11-23 07:00:00,95.0,67073.5975,4723675
2018-11-23 08:00:00,106.0,69778.4725,5146865
2018-11-23 09:00:00,98.0,70632.87,6622.03
2018-11-23 10:00:00,97.17,71421465,8061715
2018-11-23 11:00:00,98.93,72191.7225,8896.335000000001
2018-11-23 12:00:00,98.28,70903.0425,8792.7975
2018-11-23 13:00:00,94.9,69625.1225,7738.8225
2018-11-23 14:00:00,93.6,68406.65,6051.49
2018-11-23 15:00:00,94.43,67928.6025,4124.4025
2018-11-23 16:00:00,97.09,67248.2725,3693.2300000000005
2018-11-23 17:00:00,109.2,68616.06,4797.95
2018-11-23 18:00:00,96.02,68312.5825,5738635
2018-11-23 19:00:00,86.11,67006.8325,6134.4175
2018-11-23 20:00:00,75.56,63731.59,5951165
2018-11-23 21:00:00,63.48,60516.3025,5618885
2018-11-23 22:00:00,58.66,57742785,5265055
2018-11-23 23:00:00,52.12,53384.38,5052.3125
2018-11-24 00:00:00,63.03,49118.04,4447705
2018-11-24 01:00:00,55.3,46851.89,4214.5575
2018-11-24 02:00:00,52.03,45865.51,4183.3075
2018-11-24 03:00:00,52.83,45582.6975,4192.672500000001
